Merchant_ID,Merchant_Name,Merchant_Category,Merchant_City,Merchant_UPI,Transaction_ID,Customer_Name,Customer_Phone,Amount,Payment_Status,Fraudulent,QR_Image_Path,Date_Time
MID0001,"Lewis, Campos and Jimenez",Pharmacy,Gloverhaven,"lewis,c@upi",TXN00017,Jennifer Graham,3464916347,1924.35,SUCCESS,No,qr_codes\TXN00017.png,2025-12-07 04:40:25
MID0001,"Lewis, Campos and Jimenez",Pharmacy,Gloverhaven,"lewis,c@upi",TXN00018,Taylor Pollard,4855873732,7023.59,FAILED,Yes,qr_codes\TXN00018.png,2025-12-06 12:18:26
MID0001,"Lewis, Campos and Jimenez",Pharmacy,Gloverhaven,"lewis,c@upi",TXN00019,Hannah Williams,5294098974,3222.64,FAILED,Yes,qr_codes\TXN00019.png,2025-12-06 00:13:26
MID0001,"Lewis, Campos and Jimenez",Pharmacy,Gloverhaven,"lewis,c@upi",TXN00020,Jeanette Stevens,3010904194,3888.35,SUCCESS,Yes,qr_codes\TXN00020.png,2025-12-02 01:50:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00021,Justin Clark,3187236526,2724.13,SUCCESS,No,qr_codes\TXN00021.png,2025-12-07 02:50:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00022,Amber Flores,8446930073,7063.14,SUCCESS,Yes,qr_codes\TXN00022.png,2025-12-06 02:56:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00023,Douglas Henderson,1581655765,3212.86,FAILED,Yes,qr_codes\TXN00023.png,2025-12-06 02:47:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00024,Julie Reid,3683578185,4531.57,FAILED,Yes,qr_codes\TXN00024.png,2025-12-04 21:46:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00025,John Farmer,6764866957,205.88,FAILED,No,qr_codes\TXN00025.png,2025-12-05 06:38:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00026,Jennifer Fox,8869824340,5000.73,SUCCESS,Yes,qr_codes\TXN00026.png,2025-12-05 23:23:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00027,Robert Green,9594454856,5691.46,SUCCESS,Yes,qr_codes\TXN00027.png,2025-12-07 19:22:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00028,Michelle Miles,2764187421,107.08,SUCCESS,No,qr_codes\TXN00028.png,2025-12-07 17:18:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00029,Richard Howard,4539156112,7430.07,SUCCESS,Yes,qr_codes\TXN00029.png,2025-12-02 06:18:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00030,Heather Ward,0451051981,4792.54,FAILED,Yes,qr_codes\TXN00030.png,2025-12-05 05:35:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00031,Tammy Mendez,2974883364,3229.42,SUCCESS,Yes,qr_codes\TXN00031.png,2025-12-08 09:20:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00032,Patty Hart,2198083103,3676.9,FAILED,Yes,qr_codes\TXN00032.png,2025-12-04 13:46:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00033,Matthew Woodard,6967819083,7667.9,SUCCESS,Yes,qr_codes\TXN00033.png,2025-12-03 09:43:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00034,Matthew Ballard,5941735614,5908.78,SUCCESS,Yes,qr_codes\TXN00034.png,2025-12-06 21:45:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00035,Angelica Perez,8113820475,6476.9,SUCCESS,Yes,qr_codes\TXN00035.png,2025-12-04 16:51:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00036,Edwin Webster,2725752855,4811.79,FAILED,Yes,qr_codes\TXN00036.png,2025-12-04 05:40:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00037,Brandon Elliott,0504291790,2867.48,FAILED,No,qr_codes\TXN00037.png,2025-12-04 02:54:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00038,Amy Stevens,6638413553,4616.83,FAILED,Yes,qr_codes\TXN00038.png,2025-12-05 22:22:26
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00039,Dominique Sanchez,6058013453,1549.9,SUCCESS,No,qr_codes\TXN00039.png,2025-12-03 03:43:27
MID0002,Morris and Sons,Cafe,Stephanieland,morrisa@upi,TXN00040,Bradley Thompson,2499701191,976.58,SUCCESS,No,qr_codes\TXN00040.png,2025-12-03 01:34:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00041,Colleen Morrison,1776715105,2183.64,FAILED,No,qr_codes\TXN00041.png,2025-12-04 06:25:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00042,Rachel Roberts,9048107708,4856.16,SUCCESS,Yes,qr_codes\TXN00042.png,2025-12-07 04:00:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00043,Tina Frazier DVM,6237091577,6210.16,SUCCESS,Yes,qr_codes\TXN00043.png,2025-12-05 09:46:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00044,Susan Perez,3449904751,2491.4,SUCCESS,No,qr_codes\TXN00044.png,2025-12-04 01:25:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00045,Jacqueline Mcgee,4139925623,2897.25,SUCCESS,No,qr_codes\TXN00045.png,2025-12-05 00:15:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00046,Molly Patterson,6707026418,3312.88,SUCCESS,Yes,qr_codes\TXN00046.png,2025-12-03 03:31:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00047,Michael Grant,6660944580,5530.62,SUCCESS,Yes,qr_codes\TXN00047.png,2025-12-01 15:22:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00048,Timothy Atkinson,8937708988,5707.65,FAILED,Yes,qr_codes\TXN00048.png,2025-12-03 05:34:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00049,Allen Mack,2224044376,1522.97,SUCCESS,No,qr_codes\TXN00049.png,2025-12-04 16:14:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00050,Rachel Lambert,8916531102,5327.46,FAILED,Yes,qr_codes\TXN00050.png,2025-12-01 15:27:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00051,Calvin Little,4867604778,4235.5,FAILED,Yes,qr_codes\TXN00051.png,2025-12-03 03:09:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00052,Sean Valentine,0223463240,7248.9,SUCCESS,Yes,qr_codes\TXN00052.png,2025-12-04 04:47:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00053,Angelica Porter,2547081800,124.84,SUCCESS,No,qr_codes\TXN00053.png,2025-12-05 00:40:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00054,Adrian Romero,3770122617,2792.61,SUCCESS,No,qr_codes\TXN00054.png,2025-12-04 07:29:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00055,Lucas Pratt,1569417851,5126.17,SUCCESS,Yes,qr_codes\TXN00055.png,2025-12-06 04:52:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00056,Brianna Lopez,8070467663,3252.79,FAILED,Yes,qr_codes\TXN00056.png,2025-12-06 00:08:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00057,Veronica Barrett,0028020662,4282.36,SUCCESS,Yes,qr_codes\TXN00057.png,2025-12-02 20:06:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00058,Jason Quinn,8284636083,3524.8,FAILED,Yes,qr_codes\TXN00058.png,2025-12-03 05:37:27
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00059,Beverly Brown,4808157886,3838.74,FAILED,Yes,qr_codes\TXN00059.png,2025-12-01 22:01:28
MID0003,"Carter, Smith and Parsons",Cafe,New Tammie,"carter,@upi",TXN00060,Rebecca Sandoval,7497775477,6396.56,SUCCESS,Yes,qr_codes\TXN00060.png,2025-12-01 18:39:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00061,Danielle West,9313077898,2746.63,SUCCESS,No,qr_codes\TXN00061.png,2025-12-06 14:59:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00062,Cole Walls,3800693481,2884.2,FAILED,No,qr_codes\TXN00062.png,2025-12-07 14:40:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00063,Elizabeth Black,2966361561,2977.48,SUCCESS,No,qr_codes\TXN00063.png,2025-12-05 14:03:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00064,Adam Sanchez,3877694289,5976.71,FAILED,Yes,qr_codes\TXN00064.png,2025-12-07 16:42:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00065,Paul Beard,7011230598,4471.88,SUCCESS,Yes,qr_codes\TXN00065.png,2025-12-01 16:48:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00066,Adam Craig,0766395523,4489.11,FAILED,Yes,qr_codes\TXN00066.png,2025-12-02 18:28:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00067,Brandi Brady,7798271847,1007.92,FAILED,No,qr_codes\TXN00067.png,2025-12-08 05:53:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00068,Dr. Zachary Morris,0649147199,6849.85,FAILED,Yes,qr_codes\TXN00068.png,2025-12-03 13:50:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00069,Justin Valencia,8492057799,1430.08,FAILED,No,qr_codes\TXN00069.png,2025-12-03 10:50:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00070,Rebecca Hall,8929925469,3029.49,FAILED,Yes,qr_codes\TXN00070.png,2025-12-02 19:04:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00071,Michael Johnson,8661058831,7197.64,SUCCESS,Yes,qr_codes\TXN00071.png,2025-12-01 21:31:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00072,David Bowers,5009114377,5065.14,FAILED,Yes,qr_codes\TXN00072.png,2025-12-03 03:36:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00073,Logan Cooper,5860369443,4425.99,FAILED,Yes,qr_codes\TXN00073.png,2025-12-05 12:01:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00074,Ian Yang,3342530264,3997.24,SUCCESS,Yes,qr_codes\TXN00074.png,2025-12-02 11:07:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00075,George Roberson,6401753129,1709.01,FAILED,No,qr_codes\TXN00075.png,2025-12-03 00:55:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00076,Laura Sparks,5608971784,5461.97,FAILED,Yes,qr_codes\TXN00076.png,2025-12-06 21:17:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00077,Tina Williams,8659547854,4077.41,SUCCESS,Yes,qr_codes\TXN00077.png,2025-12-07 13:40:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00078,James Hernandez,2932146515,1959.97,FAILED,No,qr_codes\TXN00078.png,2025-12-05 09:26:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00079,Rachel Skinner,2712837855,1386.37,FAILED,No,qr_codes\TXN00079.png,2025-12-04 19:31:28
MID0004,Preston-Reyes,Electronics,Jessicamouth,preston@upi,TXN00080,Victoria Garcia,6482894126,6636.53,SUCCESS,Yes,qr_codes\TXN00080.png,2025-12-07 00:26:28
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00081,Chad Diaz,9661855948,7193.57,SUCCESS,Yes,qr_codes\TXN00081.png,2025-12-05 16:15:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00082,Timothy Taylor,7250640332,6291.46,SUCCESS,Yes,qr_codes\TXN00082.png,2025-12-03 11:30:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00083,Nicole Clarke,6781740043,2390.12,SUCCESS,No,qr_codes\TXN00083.png,2025-12-02 00:27:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00084,Manuel Stanley,1816985267,662.3,FAILED,No,qr_codes\TXN00084.png,2025-12-03 11:09:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00085,Ashley Smith,0168824381,3456.59,SUCCESS,Yes,qr_codes\TXN00085.png,2025-12-05 10:40:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00086,Joy Anderson,1750675966,2201.48,SUCCESS,No,qr_codes\TXN00086.png,2025-12-01 19:52:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00087,Dominique Green,4311347300,1362.75,FAILED,No,qr_codes\TXN00087.png,2025-12-03 13:42:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00088,Regina George,7587802064,4916.93,FAILED,Yes,qr_codes\TXN00088.png,2025-12-06 00:53:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00089,Adam Leach,7694197949,3739.61,FAILED,Yes,qr_codes\TXN00089.png,2025-12-04 00:27:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00090,Thomas Matthews,0695786607,2571.22,SUCCESS,No,qr_codes\TXN00090.png,2025-12-03 03:02:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00091,Gabriella Peters,7229718702,5062.97,FAILED,Yes,qr_codes\TXN00091.png,2025-12-06 22:00:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00092,William Coleman,5195689049,3938.78,SUCCESS,Yes,qr_codes\TXN00092.png,2025-12-08 09:22:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00093,Christopher Ortega,7913197726,3278.77,SUCCESS,Yes,qr_codes\TXN00093.png,2025-12-01 20:12:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00094,Brittney Henderson,6501062101,4258.34,SUCCESS,Yes,qr_codes\TXN00094.png,2025-12-02 14:27:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00095,Jacob Wilson,0213213108,7728.2,SUCCESS,Yes,qr_codes\TXN00095.png,2025-12-07 13:42:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00096,Linda Long,0859630170,4329.66,FAILED,Yes,qr_codes\TXN00096.png,2025-12-03 08:51:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00097,Dylan Walsh,1377496423,4161.79,SUCCESS,Yes,qr_codes\TXN00097.png,2025-12-07 19:29:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00098,Larry Gonzalez,4153032613,7369.18,FAILED,Yes,qr_codes\TXN00098.png,2025-12-02 07:03:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00099,Ronald Koch,2620220730,2385.52,FAILED,No,qr_codes\TXN00099.png,2025-12-03 16:30:29
MID0005,Green LLC,Book Store,Williamsside,greenll@upi,TXN00100,Shannon Gutierrez,8704271855,1765.02,SUCCESS,No,qr_codes\TXN00100.png,2025-12-07 18:14:29
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00101,John Smith,9025506331,6328.35,FAILED,Yes,qr_codes\TXN00101.png,2025-12-03 16:36:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00102,Jesse Beck,8225586986,2630.36,SUCCESS,No,qr_codes\TXN00102.png,2025-12-01 14:19:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00103,Amber Orr,2151836965,6974.45,SUCCESS,Yes,qr_codes\TXN00103.png,2025-12-02 01:58:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00104,Craig Garcia,5151117483,2566.43,SUCCESS,No,qr_codes\TXN00104.png,2025-12-06 20:14:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00105,Ashley Williams,7475236694,4862.21,FAILED,Yes,qr_codes\TXN00105.png,2025-12-03 19:41:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00106,Susan Miller,1732251387,7018.24,SUCCESS,Yes,qr_codes\TXN00106.png,2025-12-04 08:31:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00107,Wendy Moore,4973339772,5847.92,SUCCESS,Yes,qr_codes\TXN00107.png,2025-12-06 20:12:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00108,Gene Kline,1643505620,1298.49,FAILED,No,qr_codes\TXN00108.png,2025-12-03 05:26:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00109,Thomas Anderson,2135372192,4333.3,FAILED,Yes,qr_codes\TXN00109.png,2025-12-05 07:36:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00110,Charles Huff,1089332316,7035.37,FAILED,Yes,qr_codes\TXN00110.png,2025-12-02 20:10:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00111,Jeffrey Reeves,5731227628,6789.44,FAILED,Yes,qr_codes\TXN00111.png,2025-12-04 14:37:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00112,Tami Hernandez,4362567827,2744.8,SUCCESS,No,qr_codes\TXN00112.png,2025-12-05 11:07:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00113,Tonya Huff,5401103520,4162.98,FAILED,Yes,qr_codes\TXN00113.png,2025-12-07 06:58:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00114,Jonathan Mcclure,5378146032,5004.96,FAILED,Yes,qr_codes\TXN00114.png,2025-12-07 02:32:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00115,Danielle Rush,3710121464,1500.34,SUCCESS,No,qr_codes\TXN00115.png,2025-12-05 01:56:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00116,Bridget Arias,4484193847,1729.19,FAILED,No,qr_codes\TXN00116.png,2025-12-05 23:42:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00117,Derek Warren,5145780587,3954.44,SUCCESS,Yes,qr_codes\TXN00117.png,2025-12-02 15:44:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00118,Ryan Rodriguez,7637483129,1253.03,SUCCESS,No,qr_codes\TXN00118.png,2025-12-04 00:57:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00119,Walter Scott,5119444823,3917.45,FAILED,Yes,qr_codes\TXN00119.png,2025-12-02 18:39:30
MID0006,"Sloan, Clark and Sherman",Clothing,Chasemouth,"sloan,c@upi",TXN00120,Paul Rush,4321754193,7789.23,FAILED,Yes,qr_codes\TXN00120.png,2025-12-06 15:39:30
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00121,Timothy Vasquez,0665711341,1253.57,SUCCESS,No,qr_codes\TXN00121.png,2025-12-06 11:04:30
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00122,Stephen Williams,8409578613,4493.27,FAILED,Yes,qr_codes\TXN00122.png,2025-12-07 19:31:30
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00123,James Clark,3678408524,3780.07,SUCCESS,Yes,qr_codes\TXN00123.png,2025-12-02 15:47:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00124,Joel Roman,4443750823,6911.03,SUCCESS,Yes,qr_codes\TXN00124.png,2025-12-07 09:03:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00125,Jessica Clark,1637165366,6166.96,SUCCESS,Yes,qr_codes\TXN00125.png,2025-12-07 22:32:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00126,Angela Davila,9634735550,6485.3,SUCCESS,Yes,qr_codes\TXN00126.png,2025-12-04 19:13:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00127,Richard Gonzalez,2293878647,5470.21,SUCCESS,Yes,qr_codes\TXN00127.png,2025-12-04 15:37:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00128,Jennifer Wilkerson,8996461801,5676.58,FAILED,Yes,qr_codes\TXN00128.png,2025-12-06 22:33:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00129,Alicia Benton,8733111227,3066.16,SUCCESS,Yes,qr_codes\TXN00129.png,2025-12-07 17:49:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00130,Travis Rodriguez,2586917856,7296.57,SUCCESS,Yes,qr_codes\TXN00130.png,2025-12-06 05:48:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00131,Eric Lopez,3313640557,7495.54,FAILED,Yes,qr_codes\TXN00131.png,2025-12-08 00:59:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00132,Deborah Austin,6963392488,3800.46,FAILED,Yes,qr_codes\TXN00132.png,2025-12-06 01:57:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00133,Jerome Garcia,2629429212,1234.21,FAILED,No,qr_codes\TXN00133.png,2025-12-03 09:16:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00134,Angela Reed,7972052587,5144.29,SUCCESS,Yes,qr_codes\TXN00134.png,2025-12-02 15:59:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00135,Victor Espinoza,2257048979,1890.94,SUCCESS,No,qr_codes\TXN00135.png,2025-12-03 05:39:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00136,Erin Norris,4384880477,2399.15,SUCCESS,No,qr_codes\TXN00136.png,2025-12-05 18:11:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00137,Tricia Pitts,7689038690,2755.05,SUCCESS,No,qr_codes\TXN00137.png,2025-12-07 13:07:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00138,Jessica Flowers,8274292343,3420.33,SUCCESS,Yes,qr_codes\TXN00138.png,2025-12-08 10:34:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00139,Steve Hines,5032814117,3864.87,SUCCESS,Yes,qr_codes\TXN00139.png,2025-12-06 23:40:31
MID0007,Cox-Wade,Mobile Shop,Port Brianside,cox-wad@upi,TXN00140,Mary Stewart,2982648543,251.78,SUCCESS,No,qr_codes\TXN00140.png,2025-12-02 07:53:31
MID0008,"Coleman, Garner and Allen",Restaurant,South Karafort,coleman@upi,TXN00141,Curtis Hart,1125326864,2522.33,FAILED,Yes,qr_codes\TXN00141.png,2025-12-06 03:29:31
